TERM,SUBJECT,CATALOG_NBR,CLASS_SECTION,CLASS_NUMBER,COURSE_DESCR,INSTR_LAST_NAME,INSTR_FIRST_NAME,A,B,C,D,F,SASTISFACTORY,TOTAL_DROPPED,AVG_GPA
Fall 2024,FINA,4354,01,10091,Risk Management,Kapatos,Nick Gus,16,16,17,6,0,0,2,2.776
Summer 2024,MATH,2413,03,10091,Calculus I,Sosa,Moses,12,20,14,8,10,0,6,2.168
Fall 2022,ACCT,2301,04,10092,Prin of Financial Accounting,Goble,Samuel,35,41,23,4,2,0,2,3.044
Fall 2023,ENTR,3310,01,10092,Entrepreneurship,Ortega,Carlos Alberto,168,22,4,1,0,0,2,3.770
Fall 2024,FINA,4355,01,10092,International Risk Management,Kapatos,Nick Gus,13,35,9,1,0,0,4,3.069
Fall 2022,ACCT,3377,01,10093,Cost Accounting,Lin,Haijin,19,16,9,4,1,0,3,2.959
Fall 2023,ENTR,3310,02,10093,Entrepreneurship,Wilbur,Stephen,116,135,18,3,0,0,4,3.319
Fall 2024,FINA,4357,01,10093,Commercial Liability,Kapatos,Nick Gus,10,13,2,1,0,0,1,3.180
Fall 2022,ACCT,3377,02,10094,Cost Accounting,Lin,Haijin,22,14,6,2,0,0,4,3.273
Fall 2023,ENTR,3312,01,10094,Corporate Entrepreneurship,Karonika,John R,25,22,1,0,0,0,2,3.459
Fall 2024,FINA,6387,02,10094,Managerial Analysis,Basu,Swati,19,7,1,0,0,0,0,3.630
Summer 2024,MATH,4377,01,10094,Advanced Linear Algebra I,Labate,Demetrio,2,3,3,0,0,0,1,2.834
Fall 2023,ENTR,3312,02,10095,Corporate Entrepreneurship,Karonika,John R,21,14,5,0,0,0,8,3.342
Summer 2022,SPAN,8699,01,10095,Dissertation,Rivera Garza,Cristina,2,0,0,0,0,0,0,4.000
Fall 2022,ACCT,3368,01,10096,Intermediate Accounting II,Muslu,Volkan,2,10,7,1,2,0,0,2.319
Summer 2023,BIOL,1106,01,10096,Biol for Science Majors I(Lab),Medrano,Ana I,17,5,0,0,0,0,1,3.743
Fall 2023,ENTR,3312,03,10096,Corporate Entrepreneurship,Lish,Alan D,28,52,14,1,2,0,2,3.021
Fall 2024,FINA,8398,01,10096,Special Problems,George,Thomas J,1,0,0,0,0,0,0,4.000
Summer 2022,SPAN,8699,02,10096,Dissertation,Goodin-Mayeda,Carrie Elizabeth,0,0,0,0,0,1,0,
Summer 2023,BIOL,1106,02,10097,Biol for Science Majors I(Lab),Medrano,Ana I,15,6,1,0,0,0,0,3.561
Fall 2023,FINA,3332,03,10097,Prin of Financial Management,Chisholm,Darla,24,41,66,35,10,0,17,2.161
Summer 2022,SPAN,8699,03,10097,Dissertation,De Los Reyes Heredia,Jose Guillermo,0,0,0,0,0,1,0,
Summer 2022,ECON,2302,01,10098,Principles of Microeconomics,Melendez Lugo,Joel,22,20,16,5,4,0,3,2.668
Fall 2023,FINA,4354,01,10098,Risk Management,Kapatos,Nick Gus,16,19,19,7,0,0,1,2.770
Summer 2023,BIOL,1106,04,10099,Biol for Science Majors I(Lab),Medrano,Ana I,12,3,0,0,1,0,0,3.501
Fall 2023,FINA,4355,01,10099,International Risk Management,Kapatos,Nick Gus,15,40,4,0,0,0,1,3.125
Fall 2024,FINA,8999,01,10099,Doctoral Dissertation,Kumar,Praveen,0,0,0,0,0,1,0,
Summer 2023,BIOL,1306,01,10100,Biology for Science Majors I,Gifford,Jenifer,20,17,18,11,5,0,2,2.456
Fall 2024,BUSI,4396,01,10100,Business Internship,Wortzel,Zachary,0,0,0,0,0,22,0,
Fall 2023,FINA,4357,01,10100,Commercial Liability,Kapatos,Nick Gus,10,12,10,0,0,0,0,2.990
Fall 2022,ACCT,4335,03,10101,Financial Statement Auditing,Zhao,Yuping,16,38,11,2,0,0,0,3.054
Summer 2023,BIOL,6398,1,10101,Special Problems,Lin,Chin-Yo,0,0,0,0,0,1,0,
Fall 2023,FINA,6387,02,10101,Managerial Analysis,Basu,Swati,16,6,0,0,0,0,0,3.727
Fall 2024,MANA,3335,01,10102,Intro Org Behavior and Mgmt,Sebastijanovic,Marina,189,48,9,1,1,0,1,3.671
Fall 2022,ACCT,4375,01,10103,Internal Audit Entity Environ,Brant Jr.,Robert Edward,6,11,3,0,0,0,0,3.249
Fall 2023,FINA,8398,01,10103,Special Problems,George,Thomas J,1,0,0,0,0,0,0,4.000
Fall 2024,MANA,3335,04,10103,Intro Org Behavior and Mgmt,Currie,Daniel David,130,83,24,6,2,0,4,3.354
Summer 2022,BIOL,1106,01,10104,Biol for Science Majors I(Lab),Medrano,Ana I,19,3,1,0,0,0,1,3.768
Summer 2023,BIOL,8698,01,10104,Doctoral Research,Rodrigues,Debora Frigi,0,0,0,0,0,1,0,
Fall 2024,MANA,4330,01,10104,Intro to Strategic HR Mgt,Phillips,James S,136,56,7,0,1,0,3,3.554
Fall 2022,ACCT,5367,01,10105,Intermediate Accounting I,Noland,Thomas R,6,3,3,0,0,0,3,3.278
Summer 2022,BIOL,1106,02,10105,Biol for Science Majors I(Lab),Medrano,Ana I,16,2,0,0,0,0,0,3.761
Summer 2023,CHEM,1111,02,10105,Fundamentals of Chm Lab,Zaitsev,Vladimir G,6,9,0,0,0,0,0,3.400
Fall 2022,ACCT,6331,01,10106,Financial Accounting,Larson,Chad R,17,4,1,0,1,0,0,3.565
Summer 2022,BIOL,1106,03,10106,Biol for Science Majors I(Lab),Medrano,Ana I,14,2,1,0,0,0,0,3.726
Summer 2023,CHEM,2123,01,10106,Organic Chemistry Lab I,Zaitsev,Vladimir G,7,14,0,0,1,0,2,3.122
Fall 2023,FINA,8999,01,10106,Doctoral Dissertation,Yerramilli,Vijay,0,0,0,0,0,1,0,
Fall 2024,MANA,6398,01,10106,Research,Sebastijanovic,Marina,1,0,0,0,0,0,0,4.000
Fall 2022,ACCT,6331,02,10107,Financial Accounting,Larson,Chad R,12,18,3,1,0,0,3,3.225
Summer 2022,BIOL,1106,04,10107,Biol for Science Majors I(Lab),Medrano,Ana I,22,1,1,0,0,0,0,3.834
Fall 2023,BUSI,4396,01,10107,Business Internship,Wortzel,Zachary,0,0,0,0,0,42,0,
Fall 2022,ACCT,6331,04,10108,Financial Accounting,Lobo,Gerald,14,15,0,0,0,0,2,3.358
Summer 2022,BIOL,1306,01,10108,Biology for Science Majors I,Gifford,Jenifer Beth,26,32,22,15,10,0,1,2.486
Summer 2023,CHEM,2123,03,10108,Organic Chemistry Lab I,Zaitsev,Vladimir G,5,10,7,1,0,0,0,2.898
Fall 2024,MANA,8999,01,10108,Doctoral Dissertation,Ruggs,Enrica N,1,0,0,0,0,0,0,4.000
Fall 2022,ACCT,7330,01,10109,Advanced Accounting,Ramaswamy,Vinita,7,5,0,0,0,0,0,3.583
Fall 2023,MANA,3335,01,10109,Intro Org Behavior and Mgmt,Sebastijanovic,Marina,208,35,4,0,1,0,1,3.776
Summer 2023,MATH,1324,02,10109,Finite Math with Applications,Sosa,Moses,30,18,2,14,14,0,8,2.462
Fall 2022,ACCT,7330,02,10110,Advanced Accounting,Ramaswamy,Vinita,15,11,4,0,0,0,1,3.444
Fall 2023,MANA,3335,04,10110,Intro Org Behavior and Mgmt,Currie,Daniel David,180,54,8,2,4,0,2,3.610
Fall 2024,MARK,4389,02,10110,Marketing Strategy & Planning,Koch,Steven F,30,0,0,0,0,0,0,3.945
Summer 2023,MATH,2413,03,10110,Calculus I,Sosa,Moses,24,18,8,8,10,0,16,2.569
Fall 2023,MANA,4330,01,10111,Intro to Strategic HR Mgt,Phillips,James S,102,99,15,4,2,0,2,3.269
Fall 2024,MARK,4389,03,10111,Marketing Strategy & Planning,Randazzo,Gary W,24,7,0,0,0,0,0,3.774
Fall 2022,ACCT,7340,02,10112,Financial Statement Analysis,Lu,Tong,14,3,2,0,0,0,0,3.597
Summer 2022,BIOL,8698,01,10112,Doctoral Research,Rodrigues,Debora Frigi,0,0,0,0,0,1,0,
Fall 2024,MARK,4389,04,10112,Marketing Strategy & Planning,Blair,Edward A,32,0,0,0,0,0,0,3.948
Fall 2024,MARK,4373,01,10113,Advanced Professional Selling,Bremer,Justin,18,10,0,0,0,0,0,3.596
Summer 2023,MATH,4377,01,10113,Advanced Linear Algebra I,Ru,Min,1,4,1,0,1,0,0,2.524
Fall 2022,ACCT,7375,01,10114,Corporate Taxation,Fernandez,Ramon,7,9,2,0,0,0,0,3.314
Summer 2022,CHEM,1111,02,10114,Fundamentals of Chm Lab,Zaitsev,Vladimir G,5,7,1,0,1,0,1,3.048
Fall 2024,MARK,4374,01,10114,Sales Management,Webb,James R,32,1,0,0,0,0,0,3.960
Fall 2022,ACCT,8699,01,10115,Doctoral Dissertation,Lobo,Gerald,1,0,0,0,0,1,0,4.000
Fall 2024,MARK,4374,02,10115,Sales Management,Webb,James R,26,2,0,0,0,0,1,3.929
Fall 2022,ACCT,8999,01,10116,Doctoral Dissertation,Lu,Tong,0,0,0,0,0,1,0,
Fall 2024,MARK,4375,01,10116,Key Account Selling,Webb,James R,15,4,0,0,0,0,0,3.755
Summer 2022,CHEM,2123,01,10117,Organic Chemistry Lab I,Zaitsev,Vladimir G,7,3,6,0,1,0,0,2.844
Fall 2022,ENTR,3310,01,10117,Entrepreneurship,Ortega,Carlos Alberto,149,55,7,1,3,0,2,3.625
Fall 2024,MARK,7374,01,10117,New Product Development,Kamal,Saiyid Zafar,11,3,0,0,0,0,0,3.809
Summer 2022,CHEM,2123,02,10118,Organic Chemistry Lab I,Zaitsev,Vladimir G,4,8,3,0,0,0,2,3.111
Fall 2022,ENTR,3310,02,10118,Entrepreneurship,Wilbur,Stephen,138,95,29,9,5,0,3,3.244
Fall 2023,MARK,4389,01,10118,Marketing Strategy & Planning,Agrawal,Arpit,29,1,0,0,0,0,0,3.934
Summer 2022,CHEM,2123,03,10119,Organic Chemistry Lab I,Zaitsev,Vladimir G,6,9,1,0,0,0,1,3.313
Fall 2022,ENTR,3312,01,10119,Corporate Entrepreneurship,Karonika,John R,27,11,2,1,1,0,6,3.429
Fall 2023,MARK,4389,02,10119,Marketing Strategy & Planning,Koch,Steven F,31,0,0,0,0,0,0,3.979
Fall 2022,ENTR,3312,02,10120,Corporate Entrepreneurship,Karonika,John R,26,13,4,2,3,0,0,3.078
Fall 2023,MARK,4389,03,10120,Marketing Strategy & Planning,Randazzo,Gary W,27,4,0,0,0,0,0,3.733
Fall 2022,ENTR,3312,03,10121,Corporate Entrepreneurship,Lish,Alan D,36,47,13,1,1,0,2,3.174
Fall 2023,MARK,4389,04,10121,Marketing Strategy & Planning,Beveridge,Ivana,31,1,0,0,0,0,0,3.938
Summer 2022,MATH,1324,02,10121,Finite Math with Applications,Sosa,Moses,20,12,6,4,0,0,4,3.017
Fall 2024,ACCT,4330,01,10122,Advanced Accounting,Larson,Chad R,0,0,0,0,0,0,1,
Fall 2022,FINA,3332,03,10122,Prin of Financial Management,Chisholm,Darla,28,30,50,31,21,0,37,2.073
Fall 2023,MARK,4373,01,10122,Advanced Professional Selling,Bremer,Justin,16,10,0,0,0,0,0,3.628
Summer 2022,MATH,2413,03,10122,Calculus I,Sosa,Moses,32,14,20,12,18,0,22,2.285
Fall 2024,ACCT,4330,02,10123,Advanced Accounting,Larson,Chad R,8,4,1,0,0,0,1,3.513
Fall 2022,FINA,4354,01,10123,Risk Management,Kapatos,Nick Gus,16,31,10,2,0,0,2,3.012
Fall 2023,MARK,4374,01,10123,Sales Management,Webb,James R,26,0,0,0,0,0,0,4.000
Fall 2024,ENTR,3312,04,10124,Corporate Entrepreneurship,Lish,Alan D,19,40,28,4,4,0,3,2.646
Fall 2022,FINA,4355,01,10124,International Risk Management,Kapatos,Nick Gus,7,7,1,0,0,0,0,3.312
Fall 2023,MARK,4374,02,10124,Sales Management,Webb,James R,26,0,0,0,0,0,0,4.000
Fall 2024,ACCT,7370,01,10125,Adv Fin Statement Auditing,Zhao,Yuping,17,6,0,0,0,0,0,3.797
Fall 2022,FINA,4357,01,10125,Commercial Liability,Kapatos,Nick Gus,9,12,3,2,0,0,1,3.115
Fall 2023,MARK,4375,01,10125,Key Account Selling,Webb,James R,17,3,0,0,0,0,0,3.735
Summer 2022,MATH,4377,01,10125,Advanced Linear Algebra I,Haynes,Alan K,9,1,1,0,0,0,0,3.757
Fall 2022,FINA,6387,01,10126,Managerial Analysis,Basu,Swati,24,11,0,0,0,0,1,3.723
Fall 2023,MARK,7374,01,10126,New Product Development,Kamal,Saiyid Zafar,12,1,0,0,0,0,0,3.847
Summer 2023,MATH,6398,12,10126,Special Problems,Ru,Min,0,0,0,0,0,1,0,
Fall 2022,FINA,6398,01,10127,Research,Bean,Gregory S.,1,0,0,0,0,0,0,4.000
Fall 2023,MARK,8398,01,10127,Special Problems,Ahearne,Michael,1,0,0,0,0,0,0,4.000
Fall 2023,MARK,8399,01,10128,Doctoral Dissertation,Ahearne,Michael,0,0,0,0,0,1,0,
Fall 2022,FINA,8699,03,10130,Doctoral Dissertation,Jacobs,Kris,0,0,0,0,0,1,0,
Fall 2023,ACCT,4330,01,10131,Advanced Accounting,Ramaswamy,Vinita,4,1,1,0,0,0,0,3.610
Fall 2023,ACCT,4330,02,10132,Advanced Accounting,Ramaswamy,Vinita,1,2,0,0,0,0,0,3.443
Fall 2022,BUSI,4396,01,10132,Business Internship,Hopkins,Troy D,0,0,0,0,0,34,0,
Fall 2023,ENTR,3312,04,10133,Corporate Entrepreneurship,Lish,Alan D,23,52,21,1,1,0,1,2.932
Fall 2022,GENB,6398,01,10133,Research,Ma,Xiao,1,0,0,0,0,0,0,4.000
Fall 2023,ACCT,7370,01,10134,Adv Fin Statement Auditing,Zhao,Yuping,13,3,1,0,0,0,0,3.725
Fall 2022,MANA,3335,01,10134,Intro Org Behavior and Mgmt,Sebastijanovic,Marina,232,54,6,1,2,0,2,3.693
Fall 2022,MANA,3335,04,10135,Intro Org Behavior and Mgmt,Currie,Daniel David,174,97,20,4,2,0,3,3.428
Summer 2022,MATH,6398,09,10135,Special Problems,Fitzgibbon,William E,0,0,0,0,0,1,0,
Fall 2022,MANA,4330,01,10137,Intro to Strategic HR Mgt,Phillips,James S,157,57,9,3,4,0,5,3.535
Summer 2022,MATH,6398,11,10137,Special Problems,Haynes,Alan K,0,0,0,0,0,1,0,
Fall 2022,MANA,4330,02,10138,Intro to Strategic HR Mgt,Fernandez,Alejandro,8,0,0,0,0,0,0,3.876
Fall 2024,ENTR,7336,01,10139,Entrepreneurship Overview,Wilbur,Stephen,13,6,1,0,0,0,0,3.534
Fall 2024,STAT,3331,01,10141,Statistical Anal Bus Appl I,Wiley,Briceon C,131,105,81,41,7,0,29,2.811
Fall 2022,MANA,8999,01,10142,Doctoral Dissertation,Atwater,Leanne E,1,0,0,0,0,0,0,4.000
Summer 2024,PHYS,1301,01,10142,College Physics I (lecture),Cardoso Barato,Andre,44,20,22,9,2,0,11,2.945
Fall 2024,SCM,3301,01,10142,SCM Fundamentals,Miller,Bradley D,385,133,21,2,1,0,3,3.620
Fall 2024,BCIS,1305,01,10143,Business Computer Applications,Felvegi,Emese,26,0,0,0,0,0,0,4.000
Fall 2022,MARK,3337,01,10143,Professional Selling,Ahearne,Michael,164,88,16,5,2,0,6,3.462
Fall 2024,BCIS,1305,02,10144,Business Computer Applications,Felvegi,Emese,180,37,15,3,3,0,8,3.618
Fall 2022,MARK,4389,01,10144,Marketing Strategy & Planning,Koch,Steven F.,30,1,0,0,0,0,0,3.957
Fall 2022,MARK,4389,02,10145,Marketing Strategy & Planning,Lish,Alan D,26,10,2,2,0,0,0,3.434
Fall 2024,MIS,3370,01,10145,Info Systems Development Tools,Schultz,Kimberley Rash,14,25,9,7,2,0,6,2.737
Fall 2022,MARK,4389,03,10146,Marketing Strategy & Planning,Randazzo,Gary W,22,8,1,0,0,0,0,3.635
Fall 2024,MIS,3371,01,10146,Transaction Processing Sys I,Messinger,Jacob Nelson,146,50,2,0,2,0,1,3.639
Fall 2022,MARK,4389,04,10147,Marketing Strategy & Planning,Beveridge,Ivana,26,5,0,0,0,0,1,3.807
Fall 2024,FINA,4370,01,10148,Energy Trading,Smith III,Edwin A,10,2,2,0,0,0,1,3.454
Fall 2022,MARK,4373,01,10148,Advanced Professional Selling,Bremer,Justin,28,0,0,0,0,0,0,4.000
Fall 2023,ENTR,7336,01,10149,Entrepreneurship Overview,Wilbur,Stephen,16,7,0,0,0,0,0,3.667
Fall 2024,FINA,4371,01,10149,Energy Value Chain,Slaughter,Andrew Jeremy,5,8,0,0,1,0,0,3.143
Fall 2022,MARK,4374,01,10149,Sales Management,Webb,James R,18,1,0,0,0,0,1,3.878
Fall 2023,ACCT,2301,04,10150,Prin of Financial Accounting,Goble,Samuel,33,29,8,2,1,0,4,3.342
Fall 2024,MARK,4373,02,10150,Advanced Professional Selling,Pingel,John W,28,1,0,0,0,0,0,3.954
Fall 2022,MARK,4374,02,10150,Sales Management,Webb,James R,23,0,1,0,0,0,0,3.903
Fall 2022,MARK,4375,01,10151,Key Account Selling,Webb,James R,16,3,0,0,0,0,0,3.755
Fall 2023,STAT,3331,01,10151,Statistical Anal Bus Appl I,Wiley,Briceon C,127,106,72,52,3,0,42,2.792
Fall 2022,MARK,7374,01,10152,New Product Development,Lish,Alan D,11,11,1,0,0,0,1,3.392
Fall 2023,SCM,3301,01,10152,SCM Fundamentals,Miller,Bradley D,358,169,18,2,0,0,1,3.584
Fall 2023,BCIS,1305,01,10153,Business Computer Applications,Felvegi,Emese,25,0,0,0,0,0,0,3.987
Fall 2022,MARK,8398,01,10153,Special Problems,Ahearne,Michael,1,0,0,0,0,0,0,4.000
Fall 2023,BCIS,1305,02,10154,Business Computer Applications,Felvegi,Emese,198,39,10,0,2,0,1,3.719
Fall 2023,MIS,3370,01,10155,Info Systems Development Tools,Hossain,Nahid,8,14,17,6,4,0,11,2.327
Fall 2023,MIS,3371,01,10156,Transaction Processing Sys I,Messinger,Jacob Nelson,146,33,1,0,0,0,0,3.763
Fall 2022,ACCT,4330,01,10157,Advanced Accounting,Ramaswamy,Vinita,1,5,3,0,0,0,0,3.034
Fall 2024,ARED,6365,01,10158,Integrative Art Teaching,Chung,Sheng Kuan,4,0,0,0,0,0,0,3.918
Fall 2023,FINA,4370,01,10158,Energy Trading,Smith III,Edwin A,5,3,0,0,0,0,0,3.584
Fall 2024,CUIN,3310,01,10159,Bilingual Education,Leon,Maredil Josefina,12,2,1,0,0,0,1,3.711
Fall 2022,ENTR,3312,04,10159,Corporate Entrepreneurship,Lish,Alan D,25,62,8,2,1,0,2,3.126
Fall 2023,FINA,4371,01,10159,Energy Value Chain,Slaughter,Andrew Jeremy,1,8,1,0,0,0,0,3.000
Fall 2022,ACCT,7370,01,10160,Adv Fin Statement Auditing,Zhao,Yuping,41,5,0,0,0,0,0,3.877
Fall 2024,CUIN,4375,02,10160,Classroom Management,Castillo,Bernadette Marie,22,2,0,0,1,0,0,3.681
Fall 2023,MARK,4373,02,10160,Advanced Professional Selling,Pingel,John W,23,8,1,0,0,0,0,3.615
Fall 2024,CUIN,7336,01,10161,Popular Culture in Education,Brower,Samuel Richard,8,0,0,0,0,0,0,4.000
Summer 2023,PHYS,1301,01,10161,College Physics I (lecture),Cardoso Barato,Andre,45,27,18,1,1,0,13,3.193
Fall 2024,EDUC,4314,01,10163,Clinical Teaching 1-Secondary,Culpepper,Shea Mosley,20,4,1,0,0,0,1,3.668
Fall 2024,EDUC,4315,01,10164,Clinical Teaching 2-Secondary,Thompson,Amber M,14,1,0,0,0,0,0,3.845
Fall 2024,EDUC,4316,01,10165,Clinical Teaching Elem Art,Culpepper,Shea Mosley,7,0,0,0,0,0,0,3.953
Fall 2024,EDUC,4317,01,10166,Clinical Teaching Sec Art,Thompson,Amber M,4,0,0,0,0,0,0,3.918
Fall 2024,EDUC,4318,01,10167,Student Tch Music Elem,McGinnis,Emily Jane,10,0,0,0,0,0,0,4.000
Fall 2023,ARED,6365,01,10168,Integrative Art Teaching,Chung,Sheng Kuan,3,0,0,0,0,0,0,4.000
Fall 2024,EDUC,4319,01,10168,Student Tch Music Sec,McGinnis,Emily Jane,10,0,0,0,0,0,0,4.000
Fall 2023,CUIN,3310,01,10169,Bilingual Education,Leon,Maredil Josefina,16,3,0,0,0,0,0,3.842
Fall 2024,EDUC,4325,01,10169,Clinical Teaching 2-Middle Sch,Thompson,Amber M,17,3,0,0,0,0,0,3.817
Fall 2023,CUIN,4375,02,10170,Classroom Management,Castillo,Bernadette Marie,21,5,1,0,0,0,0,3.631
Fall 2024,PHLS,6325,01,10170,Theories of Counseling,Lee,Jungeun,10,2,0,0,0,0,0,3.888
Fall 2023,CUIN,7336,01,10171,Popular Culture in Education,Brower,Samuel Richard,10,0,0,0,0,0,0,4.000
Fall 2024,HDFS,1300,01,10172,Dev of Contemporary Families,Jordan,Erica F,95,39,8,2,5,0,4,3.441
Fall 2023,EDUC,4314,01,10173,Student Teaching Sec,Culpepper,Shea Mosley,14,0,0,0,0,0,1,3.953
Summer 2022,MATH,8399,04,10173,Doctoral Dissertation,Cappanera,Loic,1,0,0,0,0,0,0,4.000
Fall 2023,EDUC,4315,01,10174,Student Teaching Sec,Thompson,Amber M,15,1,0,0,0,0,0,3.896
Fall 2023,EDUC,4316,01,10175,Student Teach Art Elem,Culpepper,Shea Mosley,4,0,0,0,0,0,0,4.000
Fall 2022,ENTR,7336,01,10175,Entrepreneurship Overview,Wilbur,Stephen,13,13,1,0,0,0,0,3.396
Fall 2023,EDUC,4317,01,10176,Student Tch Art Sec,Thompson,Amber M,3,0,0,0,0,0,0,4.000
Fall 2022,ACCT,2301,08,10177,Prin of Financial Accounting,Goble,Samuel,53,77,19,8,6,0,8,3.083
Fall 2023,EDUC,4318,01,10177,Student Tch Music Elem,McGinnis,Emily Jane,15,1,0,0,0,0,0,3.938
Fall 2023,EDUC,4319,01,10178,Student Tch Music Sec,McGinnis,Emily Jane,15,1,0,0,0,0,0,3.938
Fall 2024,HDFS,1300,07,10178,Dev of Contemporary Families,Jordan,Erica F,116,32,5,4,2,0,3,3.587
Fall 2022,STAT,3331,01,10178,Statistical Anal Bus Appl I,Wiley,Briceon C,102,82,63,20,1,0,24,2.952
Fall 2023,EDUC,4325,01,10179,Student Teaching 4-8 2Nd 7 Wks,Thompson,Amber M,22,0,0,0,0,0,0,3.955
Fall 2022,SCM,3301,02,10180,SCM Fundamentals,Miller,Bradley D,292,207,42,8,0,0,4,3.417
Fall 2022,BCIS,1305,01,10181,Business Computer Applications,Felvegi,Emese,22,3,1,0,0,0,0,3.808
Fall 2023,PHLS,6325,01,10181,Theories of Counseling,Lee,Jungeun,8,0,0,0,0,0,0,3.876
Fall 2022,BCIS,1305,02,10182,Business Computer Applications,Felvegi,Emese,168,46,16,9,10,0,0,3.402
Fall 2024,HDFS,4393,01,10182,Internship in HDFS,Conston,Toya,35,1,1,0,0,0,0,3.883
Fall 2023,PHLS,6330,01,10182,Human Growth-Developmnt,Whitaker,Rachael Gwin,11,0,0,0,0,0,0,4.000
Fall 2023,HDFS,1300,01,10183,Dev of Contemporary Families,Jordan,Erica F,63,49,14,2,1,0,1,3.315
Fall 2024,HLT,1353,01,10183,Personal Health,Rafique,Kiran Sajid,52,53,7,3,2,0,2,3.203
Fall 2022,MIS,3370,01,10183,Info Systems Development Tools,Knighton,William B,18,11,14,3,4,0,13,2.720
Fall 2022,MIS,3371,01,10184,Transaction Processing Sys I,Messinger,Jacob Nelson,65,28,9,1,1,0,1,3.449
Summer 2024,PHYS,8399,14,10184,Doctoral Dissertation,Das,Mini,0,0,0,0,0,1,0,
Fall 2022,FINA,4370,01,10186,Energy Trading,Smith III,Edwin A,11,4,5,1,0,0,1,3.190
Fall 2022,FINA,4371,01,10187,Energy Value Chain,Slaughter,Andrew Jeremy,3,8,0,0,1,0,1,2.973
Fall 2024,HDFS,4394,01,10188,Internship in HDFS,Conston,Toya,34,3,0,0,0,0,0,3.928
Fall 2023,HDFS,1300,07,10189,Dev of Contemporary Families,Jordan,Erica F,64,52,12,3,0,0,1,3.334
Fall 2022,MARK,4373,02,10189,Advanced Professional Selling,Pingel,John W,31,0,0,0,0,0,0,3.989
Fall 2024,PHLS,6345,01,10189,Atypical Growth & Behavior,Hurt,Kara Marie,7,1,0,0,0,0,0,3.916
Fall 2024,CUIN,4336,01,10190,Popular Culture in Education,Brower,Samuel Richard,10,2,0,0,0,0,0,3.888
Fall 2024,HLT,3381,01,10191,Hlt Promotn & Disease Preventn,Hill,Rosenda Murillo,83,0,1,0,0,0,1,3.953
Fall 2024,PHLS,8319,01,10192,Infer Stats in Psych/Educ Res,Fan,Weihua,16,0,0,0,0,0,0,4.000
Fall 2024,BIOE,6111,01,10193,Grad Bioengineering Seminar,Larin,Kirill,0,0,0,0,0,58,0,
Fall 2023,HDFS,4393,01,10193,Internship in HDFS,Conston,Toya,23,8,3,0,1,0,0,3.429
Fall 2024,CHEE,2332,01,10194,Chem Engr Thermodyn I,Palmer,Jeremy,22,2,0,0,0,0,1,3.834
Fall 2023,HLT,1353,01,10194,Personal Health,Rafique,Kiran Sajid,82,15,3,0,0,0,0,3.727
Summer 2024,PHYS,8399,24,10194,Doctoral Dissertation,Ordonez,Carlos,0,0,0,0,0,1,0,
Fall 2024,CHEE,3300,01,10195,Materials Science & Engr I,Donnelly,Vincent M,6,7,4,1,0,0,1,3.018
Fall 2023,HLT,2320,01,10195,Introduction to Public Health,Solari Williams,Kayce D,56,31,4,2,1,0,1,3.437
Fall 2024,CHEE,3333,01,10196,Chem Engr Thermodyn II,Zerze,Gul,20,24,4,0,1,0,2,3.171
Fall 2023,HLT,3300,01,10196,Social Health and Wellness,Farmer,Jennifer,80,11,3,0,1,0,1,3.727
Fall 2024,CHEE,3334,01,10197,Stat/Num Tchqs for Chem Engrs,Zerze,Hasan,4,19,18,1,1,0,5,2.566
Fall 2022,ARED,6365,01,10198,Integrative Art Teaching,Boyaki Wilson,Amanda R,1,1,0,0,0,0,0,3.335
Fall 2024,CHEE,3363,01,10198,Fluid Mechanics for Chem Engrs,Wen,Mingjian,16,25,7,0,4,0,1,2.860
Fall 2023,HLT,4306,01,10198,Women's Health Issues,Solari Williams,Kayce D,70,8,2,0,0,0,0,3.772
Summer 2022,PHYS,1301,01,10198,College Physics I (lecture),Cardoso Barato,Andre,41,26,28,4,1,0,9,3.013
Fall 2024,CHEE,4321,01,10199,Chemical Engineering Design I,Abdelrahman,Omar Abdelrahman Ali,30,33,5,0,0,0,0,3.280
Fall 2022,CUIN,3310,01,10199,Bilingual Education,Leon,Maredil Josefina,13,1,0,0,0,0,0,3.858
Fall 2024,CHEE,4361,01,10200,Chemical Engineering Practices,Cirino,Patrick C,33,7,0,0,0,0,0,3.817
Fall 2022,CUIN,4375,02,10200,Classroom Management,Snead,Lauren Oropeza,16,0,0,0,0,0,0,3.979
Fall 2023,PHLS,6322,01,10201,Dimensions in Women's Health,Solari Williams,Kayce D,7,0,0,0,0,0,1,3.953
Summer 2024,PHYS,8399,34,10201,Doctoral Dissertation,Timmins,Anthony Robert,1,0,0,0,0,0,0,4.000
Fall 2022,CUIN,7336,01,10202,Popular Culture in Education,Brower,Samuel Richard,8,1,0,0,0,0,0,3.852
Fall 2023,HDFS,4394,01,10202,Internship in HDFS,Conston,Toya,34,0,0,0,1,0,0,3.886
Fall 2024,CHEE,4367,01,10203,Chemical Reaction Engineering,Bollini,Praveen P,34,33,2,0,0,0,1,3.449
Fall 2022,CUIN,8398,07,10203,Independent Study,Chung,Sheng Kuan,0,1,0,0,0,0,0,3.330
Fall 2023,PHLS,6345,01,10203,Atypical Growth & Behavior,Hurt,Kara Marie,15,2,0,0,0,0,0,3.902
